DESCRIPTION,CHALLENGE,TRIGGERED,PREDICTION,OTHERBayes,OTHERS,STATUS
"Automatic toothpaste dispenser. Holds your toothpaste, and keeps track of how much toothpaste is in the tube and you can set how much toothpaste to dispense.",TCO,[''],"Bayes: 0.9999999966005179, complexBayes 1.0, linClass: 0 0, USE: 1 0.8612572","BayesTCO: 0.9999999969569674, BayesMixed 2.821957081679012e-07, BayesMixed w/o dups 4.815617431635152e-07, compl BayesTCO: 1.0, compl BayesMixed: 2.0832729824175757e-10, compl BayesMixed w/o dups: 4.912480223985092e-10","Lin Class: 0 0, USE mixed: 0 0.64907694",unusable
Apply on a desk and use its surface as a keyboard / input device,TCO,"['', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.999999968396615, complexBayes 1.0, linClass: 0 0, USE: 1 0.6825585","BayesTCO: 0.9999999762348089, BayesMixed 0.024868600098599022, BayesMixed w/o dups 0.013725618499753378, compl BayesTCO: 1.0, compl BayesMixed: 0.9999999321898674, compl BayesMixed w/o dups: 0.9999999840673413","Lin Class: 0 0, USE mixed: 1 0.5861051",usable
You could add a touch display to your wall at home to control all or smart home devices.,TCO,"['', 'Wordcount']","Bayes: 0.9999827424486543, complexBayes 0.9999999999999998, linClass: 0 0, USE: 0 0.66339725","BayesTCO: 0.9999835746406537, BayesMixed 3.6158441420862935e-08, BayesMixed w/o dups 7.969267881296557e-08, compl BayesTCO: 0.9999999999999996, compl BayesMixed: 2.6405943296304655e-08, compl BayesMixed w/o dups: 6.191585427227665e-08","Lin Class: 0 0, USE mixed: 0 0.8976645",usable
Car audio video screen,TCO,"['', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.13649806396536482, complexBayes 0.002369186313172391, linClass: 0 0, USE: 1 0.9047216","BayesTCO: 0.2416229619714292, BayesMixed 0.14139418936328654, BayesMixed w/o dups 0.07728263470072322, compl BayesTCO: 0.3642384105960265, compl BayesMixed: 0.004143516026129999, compl BayesMixed w/o dups: 0.0053929291467872354","Lin Class: 0 0, USE mixed: 0 0.75933",usable
Make television remotes more innovative and interactive.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.010254871543881773, complexBayes 0.06724685172758746, linClass: 0 0, USE: 1 0.92197317","BayesTCO: 0.011794485821191289, BayesMixed 0.007749815940744184, BayesMixed w/o dups 0.007454590862765063, compl BayesTCO: 0.10742360898129168, compl BayesMixed: 0.0555976637752592, compl BayesMixed w/o dups: 0.03706930771462641","Lin Class: 0 0, USE mixed: 0 0.6517813",usable
You could use it to turn any wall in your house into a tv or a game ,TCO,"['', 'Wordcount']","Bayes: 1.1372194606671396e-07, complexBayes 1.0, linClass: 0 0, USE: 0 0.89630985","BayesTCO: 6.508047418329264e-07, BayesMixed 5.0004458492844125e-08, BayesMixed w/o dups 6.169579768299671e-08, compl BayesTCO: 1.0, compl BayesMixed: 2.257245198446595e-25, compl BayesMixed w/o dups: 1.0080647575745543e-24","Lin Class: 0 0, USE mixed: 0 0.9194086",usable
A giant dome to view larger movies and other displays.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.004672908880452384, complexBayes 0.002160734071209009, linClass: 0 0, USE: 1 0.96162736","BayesTCO: 0.00504923974085214, BayesMixed 0.00022166375232706917, BayesMixed w/o dups 9.850469790090615e-05, compl BayesTCO: 0.003700253593828502, compl BayesMixed: 0.0022335682173720965, compl BayesMixed w/o dups: 0.00121892758539573","Lin Class: 0 0, USE mixed: 0 0.6685589",usable
You could coat every inch of your walls with it in your house and with a smart camera following your physical movements and eye movement you could have a display in front of them at all times that they could interact with.,TCO,[''],"Bayes: 0.9995999395422279, complexBayes 0.9999999999999862, linClass: 0 0, USE: 0 0.85259336","BayesTCO: 1.0, BayesMixed 5.121878059265154e-11, BayesMixed w/o dups 1.4281709093956664e-10, compl BayesTCO: 1.0, compl BayesMixed: 2.706528677599377e-29, compl BayesMixed w/o dups: 3.946201182426881e-27","Lin Class: 0 0, USE mixed: 0 0.94326127",usable
Turn the walls of your house into a virtual paint canvas,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0008248062567398429, complexBayes 1.0, linClass: 0 0, USE: 1 0.90041775","BayesTCO: 0.0014610379330958752, BayesMixed 0.0021645366491582847, BayesMixed w/o dups 0.002102764375832021, compl BayesTCO: 1.0, compl BayesMixed: 0.00010866125720775792, compl BayesMixed w/o dups: 0.00015248643438727828","Lin Class: 0 0, USE mixed: 0 0.6136717",usable
Couch with touch display in the middle so you can change the channel more conveniently.,TCO,"['', 'Wordcount']","Bayes: 1.055962046943764e-05, complexBayes 0.9996446256638687, linClass: 0 0, USE: 1 0.90087426","BayesTCO: 6.514158065699193e-06, BayesMixed 8.519850132151908e-06, BayesMixed w/o dups 1.624241887422909e-05, compl BayesTCO: 0.9985859356442747, compl BayesMixed: 3.9069384481616946e-09, compl BayesMixed w/o dups: 1.6347453789796145e-08","Lin Class: 0 0, USE mixed: 0 0.76685894",usable
You can make advertisements on the street that are interactive.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0003090397659583396, complexBayes 4.880273775263081e-05, linClass: 0 0, USE: 1 0.58600324","BayesTCO: 0.0004126054697283782, BayesMixed 0.0004111332060281221, BayesMixed w/o dups 0.0004455618920865291, compl BayesTCO: 3.584562714771242e-05, compl BayesMixed: 3.035378034576728e-08, compl BayesMixed w/o dups: 1.132393116673666e-07","Lin Class: 0 0, USE mixed: 0 0.82175094",usable
Put it on workout clothing to replace cellphones or tracking devices or music devices while exercising.,TCO,"['', 'Wordcount']","Bayes: 7.4892055452785175e-06, complexBayes 3.78972148137686e-06, linClass: 0 0, USE: 0 0.7562463","BayesTCO: 8.331935394279498e-06, BayesMixed 1.2482945438753465e-06, BayesMixed w/o dups 2.4947621204969378e-06, compl BayesTCO: 3.130197029581873e-06, compl BayesMixed: 5.970746578973242e-08, compl BayesMixed w/o dups: 1.1831549781914422e-07","Lin Class: 0 0, USE mixed: 0 0.94832414",usable
"On the outside of a house, as a video screen for security. People inside could see who is outside and communicate with them through the screen.",TCO,[''],"Bayes: 4.1759975702159794e-08, complexBayes 0.9999999999999938, linClass: 0 0, USE: 1 0.5827533","BayesTCO: 1.9334945175383104e-07, BayesMixed 1.0844325810983786e-10, BayesMixed w/o dups 1.0134065671811185e-10, compl BayesTCO: 1.0, compl BayesMixed: 5.663468284916433e-16, compl BayesMixed w/o dups: 3.1690138359388654e-17","Lin Class: 0 0, USE mixed: 0 0.9155216",usable
You can people turn the floor in your workout spot into a display that foresees all the activities you are doing and calculate calories.,TCO,[''],"Bayes: 0.9999999893791113, complexBayes 1.0, linClass: 0 0, USE: 1 0.66693777","BayesTCO: 0.9999999948330156, BayesMixed 9.946093493682788e-06, BayesMixed w/o dups 1.9427988173195014e-06, compl BayesTCO: 1.0, compl BayesMixed: 4.767449011569444e-09, compl BayesMixed w/o dups: 2.490814630964545e-08","Lin Class: 0 0, USE mixed: 0 0.8310601",usable
Use the display as a scanner to see what types of insects are entering your home.,TCO,"['', 'Wordcount']","Bayes: 6.572329014176985e-07, complexBayes 4.561257262096495e-06, linClass: 0 0, USE: 1 0.79575807","BayesTCO: 8.939408236780916e-07, BayesMixed 5.2019384267443084e-08, BayesMixed w/o dups 8.82344458751211e-08, compl BayesTCO: 3.3447444922562037e-06, compl BayesMixed: 1.2325421091122135e-14, compl BayesMixed w/o dups: 1.3254497345326404e-13","Lin Class: 0 0, USE mixed: 0 0.7969841",unusable
Systems can make what we want and some of types get with it. So systems can change any into touch display.,TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.8843595","BayesTCO: 1.0, BayesMixed 5.03834503275854e-07, BayesMixed w/o dups 3.417149231832002e-07, compl BayesTCO: 1.0, compl BayesMixed: 1.2257716550184014e-07, compl BayesMixed w/o dups: 2.7813132697832894e-07","Lin Class: 0 0, USE mixed: 0 0.8724586",unusable
Sports bars tables could become individual televisions. ,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0064502681121741965, complexBayes 8.058434485672684e-12, linClass: 0 0, USE: 1 0.6573737","BayesTCO: 0.005336405809405418, BayesMixed 0.006158961399646762, BayesMixed w/o dups 0.008353826114584155, compl BayesTCO: 8.058434485672684e-12, compl BayesMixed: 0.1431771021039382, compl BayesMixed w/o dups: 0.1990966567313199","Lin Class: 0 0, USE mixed: 0 0.8565599",usable
Spray on a wall to play videos games.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.00024633455907242715, complexBayes 0.01605058365758755, linClass: 0 0, USE: 0 0.5998133","BayesTCO: 0.0005536475311856718, BayesMixed 5.852707491508213e-05, BayesMixed w/o dups 6.682416628300011e-05, compl BayesTCO: 0.022745347542548103, compl BayesMixed: 3.67244042493974e-05, compl BayesMixed w/o dups: 3.147760688686851e-05","Lin Class: 0 0, USE mixed: 0 0.8827302",usable
Apply to arms or chairs and couches for convenient access,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0062510679711717445, complexBayes 0.008192970158235748, linClass: 0 0, USE: 0 0.89360785","BayesTCO: 0.01097759270540205, BayesMixed 0.0014030083475296271, BayesMixed w/o dups 0.0011656266268257403, compl BayesTCO: 0.9999999999247969, compl BayesMixed: 0.002014319380266503, compl BayesMixed w/o dups: 0.00024981045200147726","Lin Class: 0 0, USE mixed: 0 0.9001791",usable
Apply to car dashboard for ease of access,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.027526306491167593, complexBayes 0.21279670910000553, linClass: 0 0, USE: 1 0.71035725","BayesTCO: 0.0899480423013714, BayesMixed 0.003483845455104605, BayesMixed w/o dups 0.0014565053857557323, compl BayesTCO: 0.5569798743750802, compl BayesMixed: 0.012684748773810615, compl BayesMixed w/o dups: 0.0043042015959568036","Lin Class: 0 0, USE mixed: 0 0.8639112",usable
sleeve on your arm that allows you to control your phone or music,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.00012422463052474974, complexBayes 0.9999999930456729, linClass: 0 0, USE: 0 0.86359066","BayesTCO: 0.00014107839475466124, BayesMixed 5.9031927404098555e-05, BayesMixed w/o dups 6.652300378217375e-05, compl BayesTCO: 0.9999999937397128, compl BayesMixed: 3.633085096975411e-08, compl BayesMixed w/o dups: 4.272992529393951e-07","Lin Class: 0 0, USE mixed: 0 0.8908077",usable
personal holographs,TCO,"['', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.30769230769230776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.91198224","BayesTCO: 0.30769230769230776, BayesMixed 0.2633268627743765, BayesMixed w/o dups 0.16945486010960487, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.5834468",unusable
"coffee table that allows you to control your TV, music, home automation, etc",TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 4.295747180643318e-05, complexBayes 0.9999999361657939, linClass: 0 0, USE: 0 0.6346453","BayesTCO: 3.681337288106219e-05, BayesMixed 5.322292268990637e-06, BayesMixed w/o dups 9.396140409378764e-06, compl BayesTCO: 0.9999999031466389, compl BayesMixed: 4.6307135461113235e-05, compl BayesMixed w/o dups: 0.0002835172943802033","Lin Class: 0 0, USE mixed: 0 0.69775677",usable
washing machine,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.30769230769230776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.8912066","BayesTCO: 0.30769230769230776, BayesMixed 0.5989810359467874, BayesMixed w/o dups 0.6303272337128211, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.5061192",unusable
Climbing wall that has augmented reality game,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0009283567043588092, complexBayes 0.14265129682997119, linClass: 0 0, USE: 1 0.6147297","BayesTCO: 0.001640458413682982, BayesMixed 0.0022189811542104054, BayesMixed w/o dups 0.0024630775187281452, compl BayesTCO: 0.15219311156903148, compl BayesMixed: 0.021662580260534133, compl BayesMixed w/o dups: 0.014815015958028076","Lin Class: 0 0, USE mixed: 0 0.69894326",usable
On mirror to take pictures of yourself. ,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.9999999988042796, complexBayes 0.03082212461703832, linClass: 0 0, USE: 1 0.7229124","BayesTCO: 0.9999999990224496, BayesMixed 0.002331985272853335, BayesMixed w/o dups 0.003624301372537203, compl BayesTCO: 0.03292885187700576, compl BayesMixed: 0.0004906463111171506, compl BayesMixed w/o dups: 0.0008174406409960142","Lin Class: 0 0, USE mixed: 0 0.81082207",usable
A hidden room in your home. The display would have to be applied by the homeowner,TCO,"['', 'Wordcount']","Bayes: 6.253194796234468e-08, complexBayes 1.0, linClass: 0 0, USE: 1 0.60391575","BayesTCO: 8.093115894721613e-08, BayesMixed 2.2460707530895927e-08, BayesMixed w/o dups 2.79404755536427e-08, compl BayesTCO: 1.0, compl BayesMixed: 4.2484708459705244e-13, compl BayesMixed w/o dups: 1.1513755978038433e-12","Lin Class: 0 0, USE mixed: 0 0.75678277",usable
Home theatre,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.30769230769230776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.9000269","BayesTCO: 0.30769230769230776, BayesMixed 0.04277069716115107, BayesMixed w/o dups 0.04853165916319029, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.5074152",usable
shower curtain that shows you news and info,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.005203938155668651, complexBayes 0.037026962701030224, linClass: 0 0, USE: 1 0.59451175","BayesTCO: 0.0055075364089239845, BayesMixed 0.0022484544078602104, BayesMixed w/o dups 0.003246464317370609, compl BayesTCO: 0.030467856963695427, compl BayesMixed: 0.003128825851693042, compl BayesMixed w/o dups: 0.003944705073607591","Lin Class: 0 0, USE mixed: 0 0.64497274",usable
Monitor for medicine in a medicine cabinet,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.09875332557762444, complexBayes 0.4242852351380745, linClass: 0 0, USE: 1 0.9766883","BayesTCO: 0.1317243835761888, BayesMixed 0.002687386337367922, BayesMixed w/o dups 0.002784872780745052, compl BayesTCO: 0.43534943950484833, compl BayesMixed: 0.003209931760467667, compl BayesMixed w/o dups: 0.002678978699258848","Lin Class: 0 0, USE mixed: 1 0.5006607",usable
Products have any type of glass. That can make the touch display. Actually maximum product have glass types.,TCO,"['', 'Wordcount', 'definition']","Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.80900097","BayesTCO: 1.0, BayesMixed 0.0001893082207610821, BayesMixed w/o dups 0.0002663443949935576, compl BayesTCO: 1.0, compl BayesMixed: 8.875312866949557e-08, compl BayesMixed w/o dups: 5.131242823215955e-08","Lin Class: 0 0, USE mixed: 0 0.605059",unusable
car window,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.08769669345616776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.8142293","BayesTCO: 0.2214681947455861, BayesMixed 0.2979861056989804, BayesMixed w/o dups 0.11320193501526338, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.6991080277502477, compl BayesMixed w/o dups: 0.7262051915945611","Lin Class: 0 0, USE mixed: 0 0.6291797",usable
desktop surface,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.9999999999985001, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.97038496","BayesTCO: 0.9999999999985001, BayesMixed 0.975461367076505, BayesMixed w/o dups 0.9761968502781296, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 1 0.5377872",usable
frosted window,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.08461538461538463, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.63056713","BayesTCO: 0.1129363449691992, BayesMixed 0.3674341077195542, BayesMixed w/o dups 0.28461849010900286, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 1 0.5083012",unusable
Turn the oven knobs into a touchscreen so that you can program it for cook times and temperature; even what type of food you are cooking.,TCO,[''],"Bayes: 0.9999999525043851, complexBayes 0.9996568403845086, linClass: 0 0, USE: 0 0.80461395","BayesTCO: 0.9999999650648348, BayesMixed 5.591899553665785e-07, BayesMixed w/o dups 9.430221201616149e-07, compl BayesTCO: 0.9997193471460704, compl BayesMixed: 1.0376607009711622e-15, compl BayesMixed w/o dups: 1.3839425463246983e-14","Lin Class: 0 0, USE mixed: 0 0.77642864",usable
